title,genre,developer,critic_score,total_sales,release_date
Breath of Fire IV,Role-Playing,Capcom,8.4,0.56,2000-11-28
I-Ninja,Platform,Argonaut Games,7.3999999999999995,0.56,2003-11-18
Archer Maclean's Mercury,Puzzle,Awesome Studios,7.7,0.56,2005-04-06
MX 2002 Featuring Ricky Carmichael,Racing,Pacific Coast Power & Light,8.0,0.56,2001-07-03
Metroid: Samus Returns,Action-Adventure,Mercury Steam,9.1,0.56,2017-09-15
Final Fantasy IV: The Complete Collection,Role-Playing,Matrix Software,8.0,0.56,2011-04-19
Tony Hawk's Proving Ground,Sports,Neversoft Entertainment,7.2,0.56,2007-10-15
Tetris Party Deluxe,Puzzle,"Tetris Online, Inc",7.3,0.56,2010-06-01
The Legend of Spyro: A New Beginning,Platform,Amaze Entertainment,6.8,0.56,2006-10-17
Everybody's Golf,Sports,Clap Hanz,8.1,0.56,2017-08-29
No More Heroes,Action,Grasshopper Manufacture,8.2,0.56,2008-01-22
Odin Sphere,Role-Playing,Vanillaware,8.0,0.56,2007-05-22
Blinx: The Time Sweeper,Platform,Artoon,6.8,0.56,2002-10-07
Teenage Mutant Ninja Turtles: Smash-Up,Fighting,Game Arts,7.2,0.5599999999999999,2009-09-22
WWF Raw (2002),Fighting,Anchor,6.5,0.55,2002-02-11
Ratchet & Clank: Quest for Booty,Platform,Insomniac Games,7.6,0.55,2008-09-12
Metal Gear Solid 3: Subsistence,Action,Kojima Productions,9.4,0.55,2006-03-14
Disgaea 3: Absence of Justice,Role-Playing,Nippon Ichi Software,7.8,0.55,2008-08-26
South Park: Chef's Luv Shack,Misc,Acclaim Studios Austin,4.25,0.55,1999-10-31
Donkey Kong Jungle Climber,Platform,Paon Corporation,7.8,0.55,2007-09-10
Viva Pinata: Pocket Paradise,Simulation,Rare Ltd.,8.1,0.55,2008-09-08
Petz Catz Clan,Simulation,Ubisoft,5.0,0.55,2008-11-18
Poochy & Yoshi's Woolly World,Platform,Good-Feel,7.5,0.55,2017-02-03
Secret Agent Clank(US sales),Platform,High Impact Games,7.2,0.55,2008-06-17
Lunar: Silver Star Story Complete,Role-Playing,Game Arts,7.6,0.55,1999-05-28
Breath of Fire II,Role-Playing,Capcom,8.45,0.55,1995-12-01
The Chronicles of Riddick: Assault on Dark Athena,Shooter,Starbreeze Studios AB,8.066666666666666,0.5499999999999999,2009-04-07
NARC,Shooter,Point of View,5.5,0.54,2005-03-22
Hotel Dusk: Room 215,Adventure,Cing,8.0,0.54,2007-01-22
Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,Eighting,8.3,0.54,2010-01-26
Tactics Ogre: Let Us Cling Together,Role-Playing,Square Enix,9.0,0.54,2011-02-15
NBA Street Vol. 2,Sports,EA Canada,8.8,0.54,2003-04-28
The Sims 3: Pets,Simulation,The Sims Studio,7.266666666666667,0.54,2011-10-18
Mario Tennis Ultra Smash,Sports,Camelot Software Planning,6.1,0.54,2015-11-20
Valkyria Chronicles II,Role-Playing,Sega WOW Overworks,8.1,0.54,2010-08-31
Castlevania: Curse of Darkness,Action,Konami,7.2,0.54,2005-11-01
Attack on Titan 2,Action,Omega Force,7.266666666666667,0.54,2018-03-20
Gauntlet Legends,Action,Atari Games,6.0,0.54,1999-08-31
Manhunt 2,Action,Rockstar Toronto,5.8,0.54,2007-10-29
Fire Emblem: Path of Radiance,Role-Playing,Intelligent Systems,8.6,0.54,2005-10-17
Time Crisis: Razing Storm,Shooter,Nex Entertainment,5.8,0.54,2010-10-19
Dragon Ball: Fusions,Role-Playing,Ganbarion,6.3,0.54,2016-11-22
Bust A Groove,Misc,Metro,7.7,0.54,1998-10-31
Just Dance 2015,Music,Ubisoft Paris,8.1,0.54,2014-10-21
Clock Tower,Adventure,Human Entertainment,6.1,0.53,1997-09-30
Clive Barker's Jericho,Shooter,Mercury Steam / Alchemic Productions,6.0,0.53,2007-10-23
Inazuma Eleven,Role-Playing,Level 5,6.8,0.53,2011-08-26
Sonic & Sega All-Stars Racing Transformed,Racing,Sumo Digital,6.9,0.53,2012-11-18
Wayne Gretzky's 3D Hockey,Sports,William's Entertainment,8.1,0.53,1996-11-11
Harvest Moon: Magical Melody,Simulation,Marvelous Interactive,7.15,0.53,2009-08-25
Phoenix Wright: Ace Attorney - Justice for All,Adventure,Capcom,7.6,0.53,2007-01-16
Excite Truck,Racing,Monster Games Inc.,7.0,0.53,2006-11-19
007 Racing,Racing,Eutechnyx,6.1,0.53,2000-11-20
Rune Factory: A Fantasy Harvest Moon,Role-Playing,Neverland Company,8.1,0.53,2007-08-14
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,High Voltage Software / Ubisoft Paris,6.5,0.53,2007-08-23
Star Fox Command,Shooter,Nintendo EAD / Q-Games,7.2,0.53,2006-08-28
Harry Potter and the Prisoner of Azkaban,Adventure,Griptonite Games,7.0,0.52,2004-05-25
The 3rd Birthday,Role-Playing,HexaDrive,7.0,0.52,2011-03-29
Way of the Samurai 3,Action,Acquire,6.5,0.52,2009-10-13
Spectrobes: Beyond the Portals,Role-Playing,Jupiter Multimedia,7.3,0.52,2008-10-07
We Love Katamari,Puzzle,Namco,8.2,0.52,2005-09-20
Hunted: The Demon's Forge,Role-Playing,InXile Entertainment,6.066666666666666,0.52,2011-05-31
Silent Hill: Origins,Action,Climax Group,7.8,0.52,2007-11-06
Seaman,Simulation,VIVARIUM Inc.,8.1,0.52,2000-08-09
Sesame Street: Once Upon A Monster,Education,Double Fine Productions,8.0,0.52,2011-10-11
Rune Factory 2: A Fantasy Harvest Moon,Role-Playing,Neverland Company,7.9,0.52,2008-11-18
GT Pro Series,Racing,MTO,3.7,0.52,2006-11-14
Final Fantasy Chronicles,Role-Playing,TOSE,9.2,0.52,2001-06-29
Mystery Dungeon: Shiren the Wanderer,Role-Playing,ChunSoft,7.1,0.52,2008-03-04
Tiger Woods PGA Tour 06,Sports,EA Sports,7.45,0.51,2005-11-16
Prince of Persia Trilogy,Action,Ubisoft,8.3,0.51,2011-04-19
SoulCalibur: Broken Destiny,Fighting,Project Soul,8.0,0.51,2009-09-01
Captain America: Super Soldier,Action,Next Level Games,5.775,0.51,2011-07-19
Lair,Action,Factor 5,5.5,0.51,2007-08-30
DiRT Rally,Racing,Codemasters,8.3,0.51,2016-04-05
Fire Emblem Warriors,Action,Omega Force,7.3,0.51,2017-10-20
Dragon Ball Z: Supersonic Warriors,Fighting,Banpresto,7.1,0.51,2004-06-22
Disney's Kim Possible: Revenge of Monkey Fist,Platform,Digital Eclipse,5.0,0.51,2002-11-13
18 Wheeler: American Pro Trucker,Racing,Acclaim Studios Cheltenham,5.5,0.51,2001-11-14
Bleach: Soul Resurreccion,Fighting,Eighting,6.7,0.51,2011-08-03
Final Fantasy XI: Online,MMO,Square Enix,7.766666666666667,0.51,2004-09-21
Halo Wars 2,Strategy,Creative Assembly,7.0,0.51,2017-02-21
Dynasty Warriors,Action,Omega Force,6.6,0.51,2005-03-17
Steel Diver,Action,Nintendo EAD,5.6,0.5,2011-03-27
Tony Hawk's Underground 2,Sports,Neversoft Entertainment,8.55,0.5,2004-10-04
Epic Mickey: Power of Illusion,Platform,DreamRift,6.6,0.5,2012-11-18
Rock Band Unplugged,Misc,Backbone Entertainment / Harmonix Music Systems,8.0,0.5,2009-06-09
Super Monkey Ball 3D,Action,Sega,5.7,0.5,2011-03-27
Picross DS,Puzzle,Jupiter Multimedia,8.4,0.5,2007-07-30
Tactics Ogre: The Knight of Lodis,Role-Playing,Quest Corporation,8.5,0.5,2002-05-11
Dead or Alive Ultimate,Fighting,Team Ninja,8.1,0.5,2004-10-26
Hometown Story,Simulation,Toy Box,5.5,0.5,2013-10-22
Green Lantern: Rise of the Manhunters,Action,Griptonite Games,5.875,0.5,2011-06-07
Picross 3D,Puzzle,HAL Laboratory,8.7,0.5,2010-05-03
Pokémon Art Academy,Misc,Headstrong Games,7.8,0.5,2014-10-24
NHL 09,Sports,EA Canada,9.0,0.5,2008-09-09
Mario Golf: World Tour,Sports,Camelot Software Planning,8.1,0.49,2014-05-02
Babysitting Mama,Simulation,Cooking Mama Limited,3.8,0.49,2010-11-16
Grandia II,Role-Playing,Game Arts,7.8999999999999995,0.49,2002-01-28
Fracture,Shooter,Day 1 Studios,4.0,0.49,2008-10-07
Fire Emblem: Radiant Dawn,Strategy,Intelligent Systems,7.7,0.49,2007-11-05
Story of Seasons: Trio of Towns,Simulation,Marvelous Entertainment,7.9,0.49,2017-02-28
Asphalt 3D,Racing,Konami,4.0,0.49,2011-03-22
MotorStorm: Apocalypse,Racing,Evolution Studios,7.6,0.49,2011-05-03
Animal Crossing: Amiibo Festival,Party,"Nd Cube Co., Ltd.",4.8,0.49,2015-11-13
Dead to Rights: Retribution,Shooter,Volatile Games,5.85,0.49,2010-04-27
Alone in the Dark,Adventure,Eden Studios,6.3,0.49,2008-06-23
Resident Evil: The Mercenaries 3D,Shooter,Capcom,6.3,0.49,2011-06-28
FIFA 13,Sports,EA Canada,7.0,0.49,2012-11-18
Burnout Paradise Remastered,Racing,Stellar Entertainment,8.0,0.48,2018-03-16
Theme Park Roller Coaster,Strategy,Bullfrog Productions,7.9,0.48,2000-12-04
Harvest Moon 64,Simulation,Toy Box Studios,7.8,0.48,1999-11-30
Warriors Orochi 2,Action,Omega Force,4.733333333333333,0.48,2009-08-25
Majin and the Forsaken Kingdom,Adventure,Game Republic,7.0,0.48,2010-11-23
Atelier Rorona: Alchemist of Arland,Role-Playing,Gust,6.4,0.48,2014-06-24
Aggressive Inline,Sports,"Z-Axis, Ltd.",8.475,0.48,2002-05-28
Children of Mana,Role-Playing,Next Entertainment,7.0,0.48,2006-11-01
You're in the Movies,Misc,Zoe Mode,5.1,0.48,2008-11-17
Yu-Gi-Oh! Forbidden Memories (JP sales),Role-Playing,KCEJ,6.3,0.48,2002-03-20
Crazy Taxi: Fare Wars,Racing,Sniper Studios,6.3,0.48,2007-08-07
Hunter: The Reckoning,Action,High Voltage Software,7.449999999999999,0.48,2002-05-21
Dynasty Warriors 5 Empires,Action,Omega Force,6.35,0.47000000000000003,2006-03-28
Sonic Mania,Platform,PagodaWest Games,8.8,0.47,2017-08-15
Shenmue II,Adventure,Sega-AM2,8.3,0.47,2002-10-28
Shadowrun (2007),Shooter,FASA Studio,6.3,0.47,2007-05-29
ICO,Adventure,Team ICO,8.8,0.47,2001-09-24
"Warhammer 40,000: Dawn of War II",Strategy,Relic,8.7,0.47,2009-02-19
College Hoops 2K6,Sports,Visual Concepts,7.7,0.47,2005-11-30
Doom 64,Shooter,Midway Studios San Diego,7.4,0.47,1997-03-31
Viva Pinata: Trouble in Paradise,Simulation,Rare Ltd.,8.5,0.47,2008-09-02
Knack 2,Platform,SIE Japan Studio,6.7,0.47,2017-09-05
Luigi's Mansion,Adventure,GREZZO,7.3,0.47,2018-10-12
Dance Dance Revolution: Mario Mix,Simulation,Konami,7.0,0.47,2005-10-24
FlingSmash,Action,Artoon,3.8,0.47,2010-11-07
Dead Space Extraction,Shooter,Visceral Games,8.2,0.47,2009-09-28
Fantavision,Puzzle,SCEI,8.0,0.47,2000-10-25
Petz Sports,Simulation,Ubisoft Montreal,5.0,0.47,2008-11-04
Quest 64,Role-Playing,Imagineer,5.4,0.47,1998-06-11
Detective Pikachu,Adventure,Creatures Inc.,7.1,0.47,2018-03-23
Alien Trilogy,Shooter,Probe Entertainment Limited,8.0,0.47,1997-09-01
Iridion 3D,Shooter,Shin'en GmbH,5.6,0.46,2001-05-29
Crash Nitro Kart,Racing,Vicarious Visions,7.7,0.46,2003-11-11
ATV Offroad Fury Pro,Racing,Climax Group,7.6,0.46,2006-10-26
Mega Man Star Force 3: Black Ace / Red Joker,Role-Playing,Capcom,5.7,0.46,2009-06-30
Mat Hoffman's Pro BMX 2,Sports,Rainbow Studios,8.1,0.46,2002-08-12
Mario Sports Superstars,Sports,Namco Bandai Games,6.0,0.46,2017-03-24
Boom Blox Bash Party,Puzzle,EA Los Angeles,8.8,0.46,2009-05-19
Syphon Filter: Logan's Shadow,Shooter,SCEA Bend Studio,8.4,0.46,2007-10-02
Bloody Roar II,Fighting,Eighting / Raizing,8.2,0.46,1999-04-30
Metal Gear Solid: The Essential Collection,Adventure,Konami Computer Entertainment Japan,9.0,0.46,2008-03-18
Dead or Alive,Fighting,Team Ninja,8.100000000000001,0.46,1998-03-31
Hyrule Warriors: Definitive Edition,Action,Omega Force,8.0,0.46,2018-05-18
.hack//Outbreak Part 3,Role-Playing,CyberConnect2,7.1,0.46,2003-09-09
Brothers In Arms: D-Day,Shooter,Gearbox Software,6.8,0.46,2006-12-05
Shadows of the Damned,Action,Grasshopper Manufacture,7.75,0.46,2011-06-21
Classic NES Series: Pac-Man,Puzzle,Nintendo,5.7,0.46,2004-06-02
Dragon Ball Z: Collectible Card Game,Misc,Magellan Interactive,6.0,0.46,2002-05-29
Disney's Kim Possible 3: Team Possible,Platform,Artificial Mind and Movement,9.0,0.46,2005-08-21
State of Decay 2,Action-Adventure,Undead Labs,7.0,0.46,2018-05-22
Prison Break: The Conspiracy,Adventure,ZootFly,3.033333333333333,0.45999999999999996,2010-03-30
Rayman 3: Hoodlum Havoc,Platform,Ubisoft,7.575,0.45999999999999996,2003-03-17
Worms: Open Warfare 2,Strategy,Team17 Software / Two Tribes,8.1,0.45,2007-09-04
Hot Wheels: Stunt Track Challenge,Racing,Climax Group,5.3,0.45,2004-11-10
Tekken Advance,Fighting,Eighting / Raizing,8.3,0.45,2002-01-28
Persona,Role-Playing,Atlus Co.,8.1,0.45,1996-01-01
The Sims 3: Ambitions,Simulation,EA Redwood Shores,7.9,0.45,2010-06-01
Gun,Shooter,Neversoft Entertainment,7.7,0.45,2005-11-16
Apocalypse,Action,Neversoft Entertainment,6.7,0.45,1998-10-31
Bleach: The Blade of Fate,Fighting,"Treasure Co., Ltd.",8.2,0.45,2007-10-09
The Powerpuff Girls: Relish Rampage,Action,VIS Entertainment,3.8,0.45,2002-11-24
NBA Live 2005,Sports,EA Canada,8.5,0.45,2004-09-28
Enter the Matrix,Action,Shiny Entertainment,6.5,0.45,2003-05-14
Enemy Territory: Quake Wars,Shooter,Nerve Software,6.7,0.45,2008-05-27
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Shooter,Slant Six Games,7.5,0.45,2010-02-16
Style Savvy: Styling Star,Simulation,syn Sophia,8.5,0.45,2017-12-25
Lego Batman 3: Beyond Gotham,Action,Traveller's Tales,7.4,0.45,2014-11-11
Scooby-Doo! and the Spooky Swamp,Action,Torus Games,7.6,0.45,2010-09-14
Burnout Dominator,Racing,Criterion Games,7.8,0.45,2007-03-06
Area 51,Shooter,Midway Studios Austin,7.7,0.45,2005-04-25
Vandal Hearts,Role-Playing,Konami Computer Entertainment Tokyo,7.7,0.45,1997-03-27
WWE Day of Reckoning,Fighting,Yuke's Future Media Creators,8.1,0.45,2004-08-30
Armored Core 4,Simulation,From Software,6.55,0.45,2007-03-20
Shin Megami Tensei: Persona 3,Role-Playing,Atlus Co.,8.7,0.45,2007-08-14
Tony Hawk's American Sk8land,Sports,Vicarious Visions,7.35,0.44999999999999996,2005-10-18
Dead or Alive 5 Last Round,Fighting,Team Ninja,7.3,0.44999999999999996,2015-02-17
El Shaddai: Ascension of the Metatron,Action,Ignition Entertainment,8.0,0.44000000000000006,2011-08-16
Chocobo Racing,Racing,SquareSoft,5.4,0.44,1999-07-31
Yu-Gi-Oh! 5D's Tag Force 4,Strategy,Konami,7.0,0.44,2009-11-17
Story of Seasons,Misc,Marvelous,7.7,0.44,2015-03-31
Hey! Pikmin,Platform,Arzest,6.8,0.44,2017-07-28
The Darkness,Shooter,Starbreeze,8.3,0.44,2007-06-25
Hyperdimension Neptunia,Role-Playing,Compile Heart,5.3,0.44,2011-02-15
Blood Omen: Legacy of Kain,Role-Playing,Silicon Knights,7.8,0.44,1996-11-14
Shin Megami Tensei: Devil Survivor Overclocked,Role-Playing,Career Soft,7.6,0.44,2011-08-23
Tetris Axis,Puzzle,Hudson Soft,7.8,0.44,2011-10-02
Afro Samurai,Action,Namco Bandai Games,6.45,0.44,2009-01-27
LEGO DC Super-Villains,Action-Adventure,Traveller's Tales,7.8,0.44,2018-10-16
Samurai Warriors 3,Action,Omega Force,5.1,0.44,2010-09-27
Star Fox: Zero,Shooter,Nintendo EPD,6.7,0.44,2016-04-22
SingStar Queen,Misc,SCEE London Studio,6.8,0.44,2009-08-04
Resistance: Burning Skies,Shooter,Nihilistic Software,4.8,0.44,2012-05-29
Wario World,Platform,"Treasure Co., Ltd.",7.5,0.44,2003-06-24
Battlebots: Design & Destroy,Action,Cave Barn,4.0,0.44,2003-08-31
Payday 2,Shooter,Overkill Software,5.75,0.44,2015-06-16
Harry Potter and the Deathly Hallows - Part 2,Action,EA Bright Light,4.55,0.43000000000000005,2011-07-12
NHL FaceOff 2001,Sports,SolWorks,5.9,0.43000000000000005,2000-09-05
Primal,Action,SCEE Cambridge,7.1,0.43,2003-03-25
OkamiDen,Adventure,Capcom,8.3,0.43,2011-03-15
Atelier Totori: The Adventurer of Arland,Role-Playing,Gust,7.8,0.43,2011-09-27
Sin and Punishment: Star Successor,Shooter,"Treasure Co., Ltd.",8.4,0.43,2010-06-27
NiGHTS into dreams...,Platform,Sonic Team,9.1,0.43,1996-08-01
Doom (2016),Shooter,id Software,8.2,0.43,2017-11-10
Castlevania: Dawn of Sorrow,Platform,Konami,8.9,0.43,2005-10-04
Mischief Makers,Platform,"Treasure Co., Ltd.",6.5,0.43,1997-10-01
Spartan: Total Warrior,Action,The Creative Assembly,7.1000000000000005,0.42000000000000004,2005-10-25
Metal Gear Solid: Snake Eater 3D,Action-Adventure,Konami Computer Entertainment Japan,7.9,0.42000000000000004,2012-02-21
Juiced: Eliminator,Racing,Juice Games,6.6,0.42,2006-06-28
Pure Futbol,Sports,Ubisoft Vancouver,3.9,0.42,2010-06-01
Zack & Wiki: Quest for Barbaros' Treasure,Adventure,Capcom,8.7,0.42,2007-10-23
Colony Wars,Simulation,Psygnosis,8.8,0.42,1997-11-04
Horsez,Simulation,MTO,4.0,0.42,2006-11-28
Sonic Gems Collection,Misc,Sonic Team,6.9,0.42,2005-08-16
Mega Man Anniversary Collection,Platform,Atomic Planet Entertainment,7.5,0.42,2004-06-22
Castlevania: The Dracula X Chronicles,Platform,Konami,8.0,0.42,2007-10-23
Command & Conquer 3: Tiberium Wars,Strategy,EA Los Angeles,7.6,0.42,2007-05-08
Army Men: Sarge's Heroes 2,Shooter,3DO,6.0,0.42,2000-09-26
NHL Slapshot,Sports,EA Canada,7.6,0.42,2010-09-07
Pirates of the Caribbean: At World's End,Action,Eurocom Entertainment Software,6.0,0.42,2007-05-22
Dr. Mario 64,Puzzle,Newcom,6.0,0.42,2001-04-08
Baja: Edge of Control,Racing,2XL Games,5.0,0.41000000000000003,2008-09-22
Eragon,Role-Playing,Amaze Entertainment,5.733333333333333,0.41000000000000003,2006-11-14
Legendary,Shooter,Spark Unlimited,4.0,0.41000000000000003,2008-11-04
Zone of the Enders: The 2nd Runner,Simulation,Konami Computer Entertainment Japan,8.6,0.41,2003-03-10
300: March to Glory,Action,Collision Studios,4.9,0.41,2007-02-27
SpongeBob SquigglePants,Misc,WayForward Technologies,5.4,0.41,2011-04-12
Armored Core,Simulation,From Software,7.2,0.41,1997-10-31
Dexter's Laboratory Deesaster Strikes,Adventure,Virtucraft,6.5,0.41,2001-09-26
NBA Jam,Sports,EA Canada,8.0,0.41,2010-10-05
Sega Rally Championship 2,Racing,Sega-AM3,8.5,0.41,1999-10-31
Madden NFL Football,Sports,EA Tiburon,4.5,0.41,2011-03-22
Katamari Forever,Puzzle,Bandai Namco Games,7.3,0.41,2009-09-22
Ogre Battle 64: Person of Lordly Caliber,Role-Playing,Quest Corporation,9.1,0.41,2000-10-07
Nintendo Labo: Toy-Con 03 Vehicle Kit,Racing,Nintendo EPD,7.0,0.41,2018-09-14
Rune Factory 3: A Fantasy Harvest Moon,Role-Playing,Neverland Company,8.0,0.41,2010-11-09
TimeShift,Shooter,Saber Interactive,7.0,0.41,2007-10-30
NiGHTS: Journey of Dreams,Platform,Sonic Team,7.0,0.41,2007-12-18
Call of Duty: Modern Warfare: Mobilized,Shooter,n-Space,7.6,0.41,2009-11-10
Command & Conquer: Red Alert,Strategy,Westwood Studios,7.8,0.41,1997-10-31
Harvest Moon: Save the Homeland,Simulation,Victor Interactive Software,7.8,0.4,2001-11-22
The Urbz: Sims in the City,Simulation,Maxis,7.6,0.4,2004-11-09
The Gunstringer,Shooter,Twisted Pixel Games,7.6,0.4,2011-09-13
Power Rangers: Dino Thunder,Action,Pacific Coast Power & Light,5.3,0.4,2004-09-14
No More Heroes 2: Desperate Struggle,Action,Grasshopper Manufacture,8.5,0.4,2010-01-26
WWE SmackDown! vs. RAW 2006,Fighting,Yuke's,8.1,0.4,2005-12-13
50 Cent: Blood on the Sand,Shooter,Swordfish Studios,7.25,0.4,2009-02-24
Fighting Vipers,Fighting,Sega-AM2,8.0,0.4,1996-11-30
Beowulf: The Game,Action,Ubisoft,4.9,0.4,2007-11-13
Command & Conquer,Strategy,Westwood Studios,8.4,0.4,1997-02-28
Overlord,Adventure,Triumph Studios,7.7,0.4,2007-06-26
Call of Duty: Finest Hour,Shooter,EXAKT Entertainment,7.7,0.4,2004-11-16
Star Wars: Clone Wars,Shooter,Pandemic Studios,7.3,0.4,2002-10-28
Spore Hero,Simulation,Maxis,5.8,0.4,2009-10-06
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,Action,Konami,7.5,0.4,2009-05-19
Disney's Extreme Skate Adventure,Sports,Vicarious Visions,7.0,0.4,2003-09-03
Bugs Bunny: Lost in Time,Platform,Behaviour Interactive Inc.,7.0,0.4,1999-05-31
Vexx,Platform,Acclaim Studios Austin,6.366666666666667,0.4,2003-02-11
Castlevania: Portrait of Ruin,Platform,Konami,8.5,0.4,2006-12-05
"Sakura Wars: So Long, My Love",Role-Playing,RED Entertainment,8.100000000000001,0.39999999999999997,2010-03-30
Alpha Protocol,Role-Playing,Obsidian Entertainment,6.8,0.39,2010-06-01
Earth Defense Force: Insect Armageddon,Shooter,Vicious Cycle,6.65,0.39,2011-07-05
Combat of Giants: Dinosaurs 3D,Strategy,Ubisoft,4.3,0.39,2011-03-22
Advance Wars: Dual Strike,Strategy,Intelligent Systems,9.0,0.39,2005-08-22
LocoRoco,Platform,SCE Japan Studio,8.1,0.39,2006-09-05
Final Fantasy Crystal Chronicles: The Crystal Bearers,Adventure,Square Enix,6.7,0.39,2009-12-26
College Hoops 2K7,Sports,Visual Concepts,8.05,0.39,2006-11-20
Donkey Konga 2,Misc,Namco,6.5,0.39,2005-05-09
Enchanted Arms,Role-Playing,From Software,6.4,0.39,2007-04-03
Farming Simulator 2013,Simulation,Giants Software,3.0,0.39,2013-11-19
Bloody Roar,Fighting,Eighting / Raizing,8.6,0.39,1998-02-01
NBA Live 09,Sports,EA Canada,6.1,0.39,2008-10-07
MotoGP 09/10,Racing,Monumental Games,7.0,0.39,2010-03-23
Quake 4,Shooter,id Software / Raven Software,7.699999999999999,0.39,2005-11-18
Super Monkey Ball: Step & Roll,Action,Sega,6.0,0.39,2010-02-09
Chibi-Robo! Plug into Adventure!,Adventure,skip Ltd.,7.4,0.39,2006-02-06
The BIGS 2,Sports,Blue Castle Games,6.55,0.39,2009-07-07
Robert Ludlum's The Bourne Conspiracy,Action,High Moon Studios,7.6,0.39,2008-06-03
The House of The Dead III,Shooter,Wow Entertainment,6.8,0.39,2002-10-24
Conflict: Denied Ops,Shooter,Pivotal Games,5.25,0.38,2008-02-12
SSX 3,Sports,EA Canada,9.5,0.38,2003-10-20
Ice Age,Action,A2M,4.2,0.38,2002-03-18
Final Fantasy Adventure,Adventure,Square,9.0,0.38,1991-11-01
Grandia Xtreme,Role-Playing,Game Arts,6.7,0.38,2002-09-30
Hatsune Miku: Project Mirai DX,Misc,Sega,7.5,0.38,2015-09-08
Turok: Evolution,Shooter,Acclaim Studios Austin,7.4,0.38,2002-08-31
Raving Rabbids: Travel in Time 3D,Platform,Ubisoft Paris,5.8,0.38,2011-04-10
Wii Sports Club,Sports,Nintendo,6.7,0.38,2014-07-25
Pokémon Channel,Adventure,Ambrella,5.2,0.38,2003-12-01
Ghost Trick: Phantom Detective,Adventure,Capcom,8.2,0.38,2011-01-11
Phoenix Wright: Ace Attorney - Dual Destinies,Misc,Capcom,8.1,0.38,2014-01-01
Scribblenauts: Unlimited,Puzzle,5TH Cell,7.0,0.38,2012-11-18
Pro Evolution Soccer 2011 3D,Sports,Konami,7.5,0.38,2011-03-25
Fragile Dreams: Farewell Ruins of the Moon,Role-Playing,Tri-Crescendo,6.7,0.37,2010-03-16
Guitar Hero On Tour: Modern Hits,Misc,Activision,7.3,0.37,2009-06-09
"999: Nine Hours, Nine Persons, Nine Doors",Adventure,Spike,7.9,0.37,2010-11-16
Batman: Arkham City Armored Edition,Action,Rocksteady Studios,8.6,0.37,2012-11-18
Pac-Man World 2,Platform,Namco,7.5,0.37,2002-03-19
Mega Man X Collection,Misc,Capcom,7.5,0.37,2006-01-10
Harry Potter and the Order of the Phoenix,Adventure,EA UK,4.8,0.37,2007-06-25
Virtua Fighter 3tb,Fighting,Sega,8.1,0.37,1999-10-18
Bladestorm: The Hundred Years' War,Action,Omega Force,6.35,0.37,2007-11-06
Shin Megami Tensei IV: Apocalypse,Role-Playing,Atlus,8.1,0.37,2016-09-20
"Monsters, Inc. Scream Arena",Platform,Radical Entertainment,3.8,0.37,2002-09-14
Spider-Man: Edge of Time,Action,Beenox,5.65,0.37,2011-10-04
Castlevania: Order of Ecclesia,Platform,Konami,8.2,0.37,2008-10-21
